FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
BROOKS,ALBARRACIN,M,2014-11-09,2016-01-07,Analyst,24.0,Marketing,29,1,3.0,2,48222,9,Sunday,11,2014
WALLY,ALLY,M,2014-03-27,2016-01-07,Analyst,25.0,Finance,26,4,3.0,2,46319,27,Thursday,3,2014
EZEKIEL,ALKIRE,M,2014-08-11,2016-01-07,Analyst,24.0,Operations,29,1,5.0,2,45861,11,Monday,8,2014
DAYNA,ARDIS,F,2013-01-01,2016-01-07,Analyst,23.0,Marketing,24,6,4.0,0,45481,1,Tuesday,1,2013
ANNE,ALTEMUS,F,2013-01-01,2016-01-07,Analyst,25.0,IT,16,14,2.0,1,42008,1,Tuesday,1,2013
ELDEN,ALMENAR,M,2014-05-15,2016-01-07,Analyst,22.0,IT,22,8,3.0,0,47850,15,Thursday,5,2014
DEWITT,ALDEN,M,2014-01-14,2016-01-07,Analyst,25.0,Web,25,5,4.0,2,40113,14,Tuesday,1,2014
COURTNEY,AFURONG,M,2013-04-24,2016-01-07,Analyst,22.0,IT,20,10,4.0,0,47525,24,Wednesday,4,2013
EARLE,ALBERTINI,M,2014-05-11,2016-01-07,Analyst,21.0,IT,16,14,3.0,0,47685,11,Sunday,5,2014
ESPERANZA,ANGELINI,F,2015-01-29,2016-01-07,Senior Analyst,25.0,Management,25,5,2.0,1,64823,29,Thursday,1,2015
NICK,ACQUILLA,M,2014-11-11,2016-01-07,Analyst,23.0,Management,23,7,2.0,1,40414,11,Tuesday,11,2014
INEZ,AMIR,F,2015-01-18,2016-01-07,Analyst,22.0,IT,16,14,5.0,0,40572,18,Sunday,1,2015
CELESTE,ANDREOZZI,F,2014-04-04,2016-01-07,Analyst,25.0,Finance,22,8,5.0,2,46350,4,Friday,4,2014
RENALDO,ALLON,M,2013-04-07,2016-01-07,Associate,28.0,Management,25,5,3.0,3,93529,7,Sunday,4,2013
QUINTIN,ALFERO,M,2012-12-03,2016-01-07,Senior Analyst,25.0,Web,16,14,2.0,0,63647,3,Monday,12,2012
LEANN,ANSBRO,F,2013-12-12,2016-01-07,Manager,35.0,Marketing,28,2,4.0,9,140401,12,Thursday,12,2013
TABATHA,ANTINARELLI,F,2014-01-10,2016-01-07,Analyst,23.0,IT,25,5,5.0,0,49141,10,Friday,1,2014
THOMAS,AAMODT,M,2014-10-27,2016-01-07,Analyst,23.0,IT,26,4,2.0,1,43670,27,Monday,10,2014
JAMAAL,ALDECOA,M,2013-10-27,2016-01-07,Analyst,23.0,Operations,25,5,5.0,0,42553,27,Sunday,10,2013
TEDDY,AGENT,M,2014-09-12,2016-01-07,Analyst,22.0,Operations,19,11,5.0,0,46783,12,Friday,9,2014
RUFUS,ADINOLFI,M,2013-02-07,2016-01-07,Analyst,22.0,Finance,29,1,5.0,0,47146,7,Thursday,2,2013
NADIA,APLAND,F,2014-03-14,2016-01-07,Analyst,22.0,Management,23,7,2.0,0,48730,14,Friday,3,2014
JASPER,AGRIOS,M,2014-03-05,2016-01-07,Analyst,22.0,IT,17,13,2.0,0,40808,5,Wednesday,3,2014
CAITLIN,ANDZULIS,F,2013-02-15,2016-01-07,Analyst,25.0,Management,17,13,4.0,1,40508,15,Friday,2,2013
SIMONE,ANOE,F,2013-12-06,2016-01-07,Analyst,22.0,IT,27,3,5.0,0,45111,6,Friday,12,2013
TAYLOR,ANTOSH,F,2014-11-16,2016-01-07,Analyst,23.0,Web,17,13,5.0,1,47414,16,Sunday,11,2014
RANDOLPH,ADDINGTON,M,2012-06-04,2016-01-07,Senior Manager,39.0,Marketing,25,5,4.0,11,161839,4,Monday,6,2012
EULA,ANAUO,F,2014-05-01,2016-01-07,Associate,29.0,Finance,29,1,5.0,5,82993,1,Thursday,5,2014
HANNA,ARGANBRIGHT,F,2013-01-20,2016-01-07,Analyst,25.0,IT,27,3,4.0,1,43354,20,Sunday,1,2013
RAUL,ABU,M,2013-09-07,2016-01-07,Analyst,24.0,Web,29,1,2.0,1,47791,7,Saturday,9,2013
VELMA,AMELUNG,F,2013-04-26,2016-01-07,Senior Analyst,25.0,Management,26,4,4.0,0,59115,26,Friday,4,2013
VERNICE,ARIAZA,F,2013-10-22,2016-01-07,Analyst,23.0,Finance,21,9,2.0,0,49830,22,Tuesday,10,2013
FELECIA,ARBUCKLE,F,2013-03-25,2016-01-07,Analyst,24.0,Operations,29,1,2.0,0,46822,25,Monday,3,2013
SELENA,ANTUNEZ,F,2013-01-15,2016-01-07,Analyst,21.0,Operations,19,11,5.0,0,45321,15,Tuesday,1,2013
CLARENCE,ABDULMATEEN,M,2014-12-12,2016-01-07,Analyst,22.0,Web,16,14,4.0,0,48781,12,Friday,12,2014
JEAN,ALSBROOK,F,2013-10-28,2016-01-07,Analyst,25.0,Marketing,20,10,3.0,2,49631,28,Monday,10,2013
BRIANNE,AREVALOS,F,2013-03-10,2016-01-07,Analyst,25.0,IT,29,1,5.0,1,46102,10,Sunday,3,2013
CHRISTI,ANINION,F,2013-03-26,2016-01-07,Analyst,25.0,Management,26,4,3.0,1,46781,26,Tuesday,3,2013
ANTONIA,ALJEMAL,M,2014-03-21,2016-01-07,Analyst,24.0,IT,30,0,5.0,1,46935,21,Friday,3,2014
AUGUSTINE,ALARIO,M,2013-04-28,2016-01-07,Analyst,24.0,Operations,27,3,2.0,0,41705,28,Sunday,4,2013
FREEMAN,ALAR,M,2014-07-23,2016-01-07,Analyst,22.0,Web,19,11,4.0,0,43434,23,Wednesday,7,2014
CHRIS,ABE,M,2013-10-08,2016-01-07,Analyst,24.0,Management,30,0,5.0,1,43726,8,Tuesday,10,2013
HORACIO,ALESSANDRINI,M,2014-05-31,2016-01-07,Analyst,23.0,Management,29,1,4.0,0,48443,31,Saturday,5,2014
SALLIE,ANDRIES,F,2014-01-29,2016-01-07,Senior Analyst,28.0,Management,23,7,5.0,5,50687,29,Wednesday,1,2014
EDITH,ALTO,F,2013-09-20,2016-01-07,Analyst,25.0,IT,18,12,3.0,2,42635,20,Friday,9,2013
WINONA,ARGENAL,F,2013-05-21,2016-01-07,Analyst,25.0,Finance,29,1,3.0,1,41834,21,Tuesday,5,2013
GRETCHEN,ANCEL,F,2014-08-09,2016-01-07,Analyst,24.0,Web,30,0,5.0,2,44028,9,Saturday,8,2014
EDDY,AILSHIRE,M,2013-05-31,2016-01-07,Analyst,22.0,Operations,28,2,5.0,0,44787,31,Friday,5,2013
MARYANN,AMMIRATO,F,2012-02-03,2016-01-07,Senior Analyst,28.0,Marketing,24,6,5.0,1,60183,3,Friday,2,2012
WM,ADDIE,M,2014-06-28,2016-01-07,Analyst,24.0,IT,23,7,5.0,1,40594,28,Saturday,6,2014
FRANKLIN,ABUGN,M,2013-04-23,2016-01-07,Analyst,24.0,Operations,19,11,5.0,0,40251,23,Tuesday,4,2013
MA,ARCIOLA,F,2014-04-02,2016-01-07,Analyst,23.0,Marketing,19,11,5.0,0,44551,2,Wednesday,4,2014
JEFFRY,AHLM,M,2014-11-18,2016-01-07,Analyst,24.0,Finance,29,1,4.0,2,49525,18,Tuesday,11,2014
DONALD,AARANT,M,2014-06-21,2016-01-07,Analyst,21.0,Web,16,14,4.0,0,43624,21,Saturday,6,2014
ADELINE,ANGLEN,F,2013-11-13,2016-01-07,Analyst,25.0,Finance,20,10,4.0,2,41785,13,Wednesday,11,2013
OLEN,ALEN,M,2012-05-10,2016-01-07,Senior Analyst,27.0,Operations,19,11,4.0,2,52760,10,Thursday,5,2012
CHERIE,ANGELBECK,F,2014-12-23,2016-01-07,Analyst,21.0,Operations,15,15,4.0,0,42143,23,Tuesday,12,2014
PABLO,ADAMO,M,2013-06-20,2016-01-07,Senior Analyst,26.0,Web,15,15,3.0,2,68067,20,Thursday,6,2013
ARLEEN,AREIZAGA,F,2012-10-18,2016-01-07,Associate,30.0,Operations,24,6,5.0,3,87166,18,Thursday,10,2012
JACKSON,AHLF,M,2013-04-08,2016-01-07,Analyst,24.0,IT,18,12,2.0,0,48519,8,Monday,4,2013
ISAAC,ACKERLY,M,2015-01-07,2016-01-07,Analyst,22.0,Marketing,18,12,3.0,0,47013,7,Wednesday,1,2015
DEWEY,ADOLPH,M,2014-06-14,2016-01-07,Analyst,23.0,IT,26,4,4.0,0,47131,14,Saturday,6,2014
BRAD,ABUNDIZ,M,2014-05-19,2016-01-07,Senior Analyst,26.0,Management,23,7,5.0,3,67582,19,Monday,5,2014
RANDALL,ABINA,M,2013-09-28,2016-01-07,Analyst,21.0,Web,30,0,4.0,0,48343,28,Saturday,9,2013
HARVEY,ACCARDI,M,2013-05-11,2016-01-07,Analyst,21.0,Web,28,2,2.0,0,44693,11,Saturday,5,2013
SELMA,ANNAS,F,2014-06-29,2016-01-07,Analyst,22.0,Operations,21,9,5.0,0,47812,29,Sunday,6,2014
SASHA,APPLEBY,F,2015-01-19,2016-01-07,Analyst,23.0,Operations,30,0,2.0,1,40690,19,Monday,1,2015
DOROTHY,ALMONTE,F,2014-02-06,2016-01-07,Analyst,21.0,IT,20,10,3.0,0,48587,6,Thursday,2,2014
CONSTANCE,AMAS,F,2014-05-28,2016-01-07,Analyst,21.0,Marketing,28,2,2.0,0,44467,28,Wednesday,5,2014
GERTRUDE,AMADEO,F,2014-12-05,2016-01-07,Analyst,23.0,Finance,17,13,3.0,1,43172,5,Friday,12,2014
MARTHA,ALPERS,F,2013-04-25,2016-01-07,Analyst,23.0,Web,22,8,2.0,0,44014,25,Thursday,4,2013
VERNON,ABREAU,M,2013-11-22,2016-01-07,Analyst,23.0,Marketing,29,1,4.0,0,44372,22,Friday,11,2013
LORA,ANADIO,F,2014-01-04,2016-01-07,Analyst,22.0,Finance,20,10,2.0,0,47033,4,Saturday,1,2014
SHELBY,ANDREONI,F,2014-07-18,2016-01-07,Analyst,22.0,Marketing,28,2,4.0,0,47990,18,Friday,7,2014
OMA,ARIETTA,F,2013-10-15,2016-01-07,Analyst,22.0,Management,16,14,3.0,0,46452,15,Tuesday,10,2013
MONTE,AGUADO,M,2013-10-23,2016-01-07,Analyst,25.0,Management,19,11,3.0,2,42826,23,Wednesday,10,2013
CARMEN,ALTKEN,F,2013-05-22,2016-01-07,Analyst,23.0,IT,30,0,2.0,0,40846,22,Wednesday,5,2013
JOANN,ALVELO,F,2013-02-18,2016-01-07,Analyst,22.0,Web,21,9,5.0,0,45036,18,Monday,2,2013
TRISTAN,ALAGNA,M,2013-11-11,2016-01-07,Associate,28.0,Finance,29,1,3.0,3,71673,11,Monday,11,2013
VAN,AFRICA,M,2013-08-29,2016-01-07,Analyst,21.0,Web,19,11,4.0,0,41386,29,Thursday,8,2013
GABRIEL,ABURTO,M,2013-06-22,2016-01-07,Analyst,23.0,Management,17,13,3.0,0,44094,22,Saturday,6,2013
VICTOR,ABDOOL,M,2013-02-08,2016-01-07,Senior Analyst,28.0,Finance,23,7,5.0,0,67575,8,Friday,2,2013
FLOSSIE,ANSHUTZ,F,2014-03-14,2016-01-07,Analyst,23.0,IT,27,3,3.0,0,45156,14,Friday,3,2014
NORMAND,ALCOCK,M,2014-02-13,2016-01-07,Analyst,21.0,Web,27,3,3.0,0,49686,13,Thursday,2,2014
ROGER,ABBAS,M,2014-02-03,2016-01-07,Analyst,22.0,Finance,20,10,3.0,0,41032,3,Monday,2,2014
IRVIN,AFFAGATO,M,2011-03-04,2016-01-07,Associate,31.0,Operations,27,3,5.0,5,98715,4,Friday,3,2011
ROSEANN,APONTA,F,2014-10-10,2016-01-07,Senior Analyst,25.0,Finance,28,2,5.0,2,58773,10,Friday,10,2014
NICKOLAS,AILES,M,2014-06-25,2016-01-07,Analyst,22.0,IT,24,6,2.0,0,41925,25,Wednesday,6,2014
CHERYL,ALSBROOKS,F,2014-08-01,2016-01-07,Analyst,25.0,Web,24,6,4.0,3,43531,1,Friday,8,2014
WAYLON,ALLISTON,M,2013-12-13,2016-01-07,Analyst,22.0,Operations,25,5,2.0,0,42673,13,Friday,12,2013
AL,ADOLPHE,M,2013-10-27,2016-01-07,Analyst,22.0,Operations,30,0,5.0,0,49618,27,Sunday,10,2013
RENAE,ARCILLA,F,2013-03-27,2016-01-07,Senior Analyst,27.0,Marketing,16,14,4.0,3,69643,27,Wednesday,3,2013
SHAWN,ANDRICK,F,2014-03-23,2016-01-07,Senior Analyst,26.0,Web,18,12,2.0,0,59262,23,Sunday,3,2014
BILLIE,AGNELLO,M,2015-01-10,2016-01-07,Analyst,25.0,IT,15,15,5.0,3,41583,10,Saturday,1,2015
DEANNA,AMBROSINO,F,2014-11-07,2016-01-07,Analyst,21.0,Marketing,28,2,3.0,0,40415,7,Friday,11,2014
CHARITY,ANGON,F,2013-02-11,2016-01-07,Analyst,24.0,Web,22,8,5.0,0,42416,11,Monday,2,2013
STEVE,ABDELDAYEN,M,2014-06-12,2016-01-07,Associate,31.0,Marketing,16,14,2.0,5,87324,12,Thursday,6,2014
JERRY,APANA,F,2011-08-05,2016-01-07,Associate,28.0,Web,29,1,2.0,0,84967,5,Friday,8,2011
EMILIE,ARCOS,F,2013-01-19,2016-01-07,Analyst,24.0,Management,24,6,5.0,0,41869,19,Saturday,1,2013
DIANN,ARAMBULA,F,2013-01-17,2016-01-07,Analyst,21.0,Operations,29,1,5.0,0,43481,17,Thursday,1,2013
MISTY,AMENTA,F,2012-12-02,2016-01-07,Senior Analyst,28.0,Web,15,15,4.0,2,54166,2,Sunday,12,2012
EMMITT,ALIMENTO,M,2014-12-06,2016-01-07,Analyst,25.0,Finance,20,10,3.0,3,47649,6,Saturday,12,2014
CAREY,APTHORPE,F,2010-05-04,2016-01-07,Manager,33.0,Marketing,27,3,2.0,5,119673,4,Tuesday,5,2010
ARLINE,APPLEBURY,F,2014-06-03,2016-01-07,Analyst,21.0,Web,22,8,3.0,0,47431,3,Tuesday,6,2014
LACEY,ANGLADA,F,2014-06-07,2016-01-07,Analyst,23.0,Marketing,15,15,2.0,0,48014,7,Saturday,6,2014
SHERI,AMOUR,F,2013-08-17,2016-01-07,Analyst,22.0,Management,28,2,2.0,0,49686,17,Saturday,8,2013
ELIZABETH,ALMIRON,F,2014-12-03,2016-01-07,Analyst,23.0,IT,26,4,2.0,1,46043,3,Wednesday,12,2014
WILTON,ALDAY,M,2013-05-07,2016-01-07,Analyst,25.0,Management,29,1,2.0,1,46110,7,Tuesday,5,2013
JUANITA,ALTSTATT,F,2013-02-22,2016-01-07,Senior Analyst,27.0,Web,26,4,2.0,0,62307,22,Friday,2,2013
NED,AHLSTEDT,M,2014-11-18,2016-01-07,Analyst,21.0,Web,18,12,3.0,0,49627,18,Tuesday,11,2014
TRAVIS,ABENDROTH,M,2014-04-01,2016-01-07,Analyst,25.0,Operations,28,2,3.0,2,44882,1,Tuesday,4,2014
MILO,ALEPIN,M,2013-09-08,2016-01-07,Manager,34.0,IT,25,5,5.0,10,144573,8,Sunday,9,2013
JARROD,AGUILLON,M,2013-01-29,2016-01-07,Senior Manager,37.0,Web,30,0,5.0,13,164773,29,Tuesday,1,2013
RICKEY,ADANK,M,2013-06-12,2016-01-07,Senior Analyst,26.0,Marketing,27,3,5.0,0,67735,12,Wednesday,6,2013
STUART,ACORDA,M,2013-01-06,2016-01-07,Analyst,23.0,Marketing,26,4,3.0,0,44964,6,Sunday,1,2013
JUNG,ARMON,F,2013-12-11,2016-01-07,Analyst,21.0,Marketing,30,0,2.0,0,41476,11,Wednesday,12,2013
HUMBERTO,AGGAS,M,2011-02-07,2016-01-07,Associate,31.0,IT,25,5,2.0,2,97830,7,Monday,2,2011
SANG,ALDAMA,M,2014-04-28,2016-01-07,Analyst,24.0,Operations,26,4,3.0,1,42797,28,Monday,4,2014
GONZALO,AHRENSTORFF,M,2014-02-01,2016-01-07,Analyst,22.0,IT,20,10,2.0,0,43173,1,Saturday,2,2014
KIMBERLEY,ANGELL,F,2014-08-30,2016-01-07,Analyst,25.0,IT,29,1,4.0,3,47683,30,Saturday,8,2014
EBONY,ANDRA,F,2010-07-06,2016-01-07,Senior Manager,38.0,IT,21,9,4.0,7,196757,6,Tuesday,7,2010
HAZEL,ALTWIES,F,2013-03-11,2016-01-07,Analyst,23.0,Operations,24,6,4.0,0,42075,11,Monday,3,2013
AMOS,AFALAVA,M,2014-10-11,2016-01-07,Analyst,22.0,Web,19,11,3.0,0,43353,11,Saturday,10,2014
TAD,ALDRICH,M,2013-11-03,2016-01-07,Analyst,22.0,Finance,19,11,4.0,0,43923,3,Sunday,11,2013
MALISSA,ARGOTE,F,2013-01-20,2016-01-07,Analyst,24.0,Operations,24,6,5.0,0,43605,20,Sunday,1,2013
VONDA,ARBIZO,F,2013-01-22,2016-01-07,Analyst,22.0,Marketing,21,9,3.0,0,41262,22,Tuesday,1,2013
GARTH,ALAND,M,2013-06-14,2016-01-07,Analyst,21.0,Management,23,7,3.0,0,48056,14,Friday,6,2013
CAROLYN,ALPHIN,F,2014-03-08,2016-01-07,Analyst,24.0,Finance,15,15,3.0,1,46584,8,Saturday,3,2014
JAMISON,ALFF,M,2013-04-21,2016-01-07,Analyst,21.0,Finance,20,10,4.0,0,42651,21,Sunday,4,2013
CAMERON,ADAMIS,M,2013-07-31,2016-01-07,Analyst,23.0,Marketing,22,8,3.0,0,42465,31,Wednesday,7,2013
CAROL,ALDER,M,2013-04-15,2016-01-07,Analyst,24.0,Operations,22,8,2.0,0,42453,15,Monday,4,2013
LOGAN,AGNER,M,2014-12-17,2016-01-07,Analyst,21.0,Management,23,7,3.0,0,46026,17,Wednesday,12,2014
CORNELL,ALAMIA,M,2014-06-03,2016-01-07,Analyst,24.0,Management,18,12,5.0,1,49581,3,Tuesday,6,2014
MAGGIE,AMITH,F,2013-07-11,2016-01-07,Analyst,22.0,IT,27,3,5.0,0,41729,11,Thursday,7,2013
ORLANDO,ADAMES,M,2013-05-20,2016-01-07,Senior Analyst,27.0,Marketing,20,10,2.0,2,56977,20,Monday,5,2013
ESTEBAN,AGUSTINE,M,2012-05-07,2016-01-07,Senior Manager,37.0,Management,21,9,4.0,11,166335,7,Monday,5,2012
WINFRED,AKEN,M,2010-09-24,2016-01-07,Manager,35.0,Finance,29,1,2.0,7,135653,24,Friday,9,2010
CONCEPCION,ANTER,F,2014-06-25,2016-01-07,Associate,30.0,Management,18,12,5.0,6,98057,25,Wednesday,6,2014
DIEGO,AHRENDES,M,2014-11-08,2016-01-07,Senior Analyst,28.0,Web,15,15,2.0,4,54184,8,Saturday,11,2014
SIDNEY,ACKEN,M,2014-12-01,2016-01-07,Analyst,25.0,Finance,22,8,3.0,3,49953,1,Monday,12,2014
CANDICE,AMOR,F,2014-05-14,2016-01-07,Senior Analyst,25.0,Marketing,15,15,3.0,0,52113,14,Wednesday,5,2014
ORVAL,ALEKNA,M,2013-07-31,2016-01-07,Analyst,24.0,Management,30,0,3.0,1,44983,31,Wednesday,7,2013
DANA,ALVIDREZ,F,2015-01-23,2016-01-07,Analyst,22.0,Management,26,4,4.0,0,45057,23,Friday,1,2015
THEODORE,ABLER,M,2013-06-03,2016-01-07,Analyst,23.0,Web,23,7,4.0,0,46985,3,Monday,6,2013
FEDERICO,AILSWORTH,M,2014-04-07,2016-01-07,Analyst,24.0,Management,28,2,4.0,1,41846,7,Monday,4,2014
ILENE,AONO,F,2012-01-28,2016-01-07,Associate,32.0,Marketing,24,6,5.0,6,79721,28,Saturday,1,2012
EVE,ANTONAKOS,F,2014-08-18,2016-01-07,Analyst,23.0,Marketing,25,5,4.0,1,45636,18,Monday,8,2014
TERRA,ARCARO,F,2014-12-14,2016-01-07,Analyst,24.0,Management,21,9,2.0,2,41609,14,Sunday,12,2014
DOMINGA,ARMENDARIZ,F,2014-03-24,2016-01-07,Analyst,25.0,Management,24,6,3.0,2,47178,24,Monday,3,2014
TRENT,AGGARWAL,M,2014-03-14,2016-01-07,Analyst,23.0,Finance,18,12,2.0,0,40331,14,Friday,3,2014
MOSHE,ALFANO,M,2014-12-24,2016-01-07,Senior Analyst,25.0,Operations,28,2,4.0,2,57997,24,Wednesday,12,2014
ABBIE,ARCUO,F,2014-04-03,2016-01-07,Analyst,25.0,Web,28,2,2.0,2,46514,3,Thursday,4,2014
ERNESTO,ADAMIK,M,2013-03-08,2016-01-07,Analyst,25.0,Marketing,30,0,4.0,1,40140,8,Friday,3,2013
ADOLFO,AGUIAR,M,2013-03-08,2016-01-07,Analyst,21.0,Marketing,29,1,4.0,0,46116,8,Friday,3,2013
MARGARET,ALMOND,F,2014-07-03,2016-01-07,Analyst,25.0,IT,28,2,5.0,2,49111,3,Thursday,7,2014
PATRICE,ANDREASSI,F,2014-09-08,2016-01-07,Analyst,24.0,Management,25,5,5.0,2,47782,8,Monday,9,2014
RANDY,ABDELRAHMAN,M,2014-06-20,2016-01-07,Analyst,25.0,IT,15,15,4.0,2,44022,20,Friday,6,2014
JOESPH,AHLO,M,2014-02-06,2016-01-07,Analyst,22.0,Operations,18,12,3.0,0,41468,6,Thursday,2,2014
BERNIECE,ARMIJOS,F,2014-10-23,2016-01-07,Analyst,21.0,Web,26,4,4.0,0,40142,23,Thursday,10,2014
EMILIA,ANTOLIK,F,2013-09-28,2016-01-07,Senior Manager,37.0,Marketing,16,14,3.0,10,151618,28,Saturday,9,2013
NIGEL,ALCANTAS,M,2014-01-27,2016-01-07,Senior Analyst,28.0,IT,24,6,2.0,1,66022,27,Monday,1,2014
ELLA,AMADO,F,2013-05-02,2016-01-07,Analyst,25.0,IT,21,9,5.0,1,47746,2,Thursday,5,2013
ROSENDO,ALDABA,M,2013-04-10,2016-01-07,Analyst,22.0,Marketing,16,14,4.0,0,48101,10,Wednesday,4,2013
NICHOLE,AMTOWER,F,2013-05-20,2016-01-07,Analyst,23.0,Management,30,0,2.0,0,45028,20,Monday,5,2013
SHERRI,AMERICAN,F,2014-05-17,2016-01-07,Analyst,24.0,IT,20,10,5.0,1,43461,17,Saturday,5,2014
KENETH,ALM,M,2014-06-18,2016-01-07,Analyst,21.0,Finance,29,1,2.0,0,43726,18,Wednesday,6,2014
FERMIN,ALI,M,2014-04-30,2016-01-07,Analyst,23.0,IT,21,9,2.0,0,44925,30,Wednesday,4,2014
CANDIDA,ARIS,F,2012-10-17,2016-01-07,Senior Manager,39.0,IT,21,9,5.0,13,187426,17,Wednesday,10,2012
JANIE,AMISTOSO,F,2013-10-25,2016-01-07,Analyst,22.0,Operations,17,13,3.0,0,47430,25,Friday,10,2013
BENITA,ANTOLIN,F,2014-07-03,2016-01-07,Analyst,21.0,Marketing,22,8,3.0,0,44312,3,Thursday,7,2014
NADINE,AMYX,F,2014-04-09,2016-01-07,Analyst,25.0,IT,25,5,4.0,2,40271,9,Wednesday,4,2014
EVA,ALU,F,2013-04-01,2016-01-07,Analyst,21.0,Marketing,17,13,3.0,0,45105,1,Monday,4,2013
FERN,ANDRY,F,2013-12-08,2016-01-07,Analyst,24.0,Finance,18,12,5.0,1,45174,8,Sunday,12,2013
FAUSTINO,ALDERSON,M,2014-06-04,2016-01-07,Analyst,24.0,Web,24,6,4.0,1,49908,4,Wednesday,6,2014
WILLIE,AMANN,F,2013-04-18,2016-01-07,Analyst,22.0,Management,15,15,4.0,0,44591,18,Thursday,4,2013
ANTOINE,AGOSTINELLI,M,2014-01-25,2016-01-07,Analyst,22.0,IT,26,4,3.0,0,40054,25,Saturday,1,2014
CHRISTY,AMBROSINI,F,2014-08-06,2016-01-07,Analyst,21.0,Finance,24,6,2.0,0,48773,6,Wednesday,8,2014
SONDRA,ANGLUM,F,2013-07-06,2016-01-07,Analyst,23.0,Operations,30,0,4.0,0,49026,6,Saturday,7,2013
FLETCHER,AKLEY,M,2014-04-20,2016-01-07,Associate,30.0,IT,27,3,5.0,3,71873,20,Sunday,4,2014
GWEN,ANCIRA,F,2013-05-29,2016-01-07,Analyst,22.0,Operations,15,15,3.0,0,46078,29,Wednesday,5,2013
MARCIA,AMATI,F,2013-10-23,2016-01-07,Analyst,23.0,Finance,26,4,5.0,0,47936,23,Wednesday,10,2013
VICKI,ALZATE,F,2014-11-20,2016-01-07,Analyst,24.0,Marketing,19,11,5.0,2,41653,20,Thursday,11,2014
MARC,ABRUZZO,M,2014-02-18,2016-01-07,Analyst,23.0,IT,29,1,3.0,0,49265,18,Tuesday,2,2014
JOE,ABBASI,M,2014-12-18,2016-01-07,Analyst,21.0,Management,29,1,3.0,0,43315,18,Thursday,12,2014
EDYTHE,ARDAN,F,2014-07-22,2016-01-07,Analyst,22.0,Finance,27,3,2.0,0,43569,22,Tuesday,7,2014
DEBRA,ALPERT,F,2013-09-09,2016-01-07,Manager,32.0,IT,24,6,4.0,5,122535,9,Monday,9,2013
ROBERTO,ABRECHT,M,2014-09-14,2016-01-07,Analyst,23.0,Finance,20,10,4.0,1,45606,14,Sunday,9,2014
DERICK,AHRENT,M,2014-10-16,2016-01-07,Analyst,23.0,Marketing,20,10,2.0,1,40300,16,Thursday,10,2014
THERESA,ALSPACH,F,2014-02-04,2016-01-07,Analyst,21.0,Web,28,2,2.0,0,44956,4,Tuesday,2,2014
LOUIE,AGILAR,M,2013-07-30,2016-01-07,Analyst,22.0,Marketing,29,1,2.0,0,40562,30,Tuesday,7,2013
PORFIRIO,ALDROW,M,2014-12-26,2016-01-07,Analyst,22.0,Web,25,5,5.0,0,45155,26,Friday,12,2014
IAN,ACHOR,M,2014-06-16,2016-01-07,Analyst,23.0,Operations,26,4,4.0,0,45531,16,Monday,6,2014
SAUNDRA,ANTONETTY,F,2013-02-23,2016-01-07,Analyst,25.0,Management,28,2,3.0,1,44618,23,Saturday,2,2013
JANICE,ALSIP,F,2013-11-07,2016-01-07,Analyst,24.0,Finance,27,3,3.0,1,46823,7,Thursday,11,2013
ROLANDO,AERNI,M,2013-09-05,2016-01-07,Analyst,25.0,Finance,23,7,4.0,2,48268,5,Thursday,9,2013
TORY,ALESHIRE,M,2015-01-05,2016-01-07,Analyst,22.0,IT,24,6,4.0,0,43807,5,Monday,1,2015
LEOTA,ARMBRUST,F,2014-08-05,2016-01-07,Analyst,23.0,Web,20,10,4.0,1,47160,5,Tuesday,8,2014
JUDY,ALSOBROOKS,F,2014-02-28,2016-01-07,Analyst,22.0,IT,16,14,2.0,0,42519,28,Friday,2,2014
MOLLIE,ANGELORO,F,2013-12-30,2016-01-07,Analyst,21.0,Management,21,9,5.0,0,47297,30,Monday,12,2013
HOLLIS,AITKIN,M,2013-08-10,2016-01-07,Senior Manager,37.0,Marketing,18,12,5.0,11,153246,10,Saturday,8,2013
SID,ALMAN,M,2014-07-17,2016-01-07,Analyst,21.0,Finance,16,14,2.0,0,45122,17,Thursday,7,2014
LAURETTA,ARMAN,F,2013-07-22,2016-01-07,Analyst,25.0,Operations,19,11,3.0,2,46152,22,Monday,7,2013
SERGIO,ACKLES,M,2012-01-31,2016-01-07,Associate,28.0,Finance,17,13,2.0,3,90802,31,Tuesday,1,2012
TRUDY,ANGELINE,F,2013-12-25,2016-01-07,Analyst,22.0,Operations,15,15,3.0,0,47788,25,Wednesday,12,2013
LUIS,ABEL,M,2014-05-13,2016-01-07,Analyst,22.0,Management,28,2,2.0,0,46218,13,Tuesday,5,2014
ERNA,ARAB,F,2014-04-03,2016-01-07,Analyst,21.0,Operations,19,11,3.0,0,40398,3,Thursday,4,2014
CLAUDIO,ALDERTON,M,2013-01-09,2016-01-07,Analyst,24.0,IT,17,13,4.0,0,40267,9,Wednesday,1,2013
KERMIT,AGURS,M,2013-07-12,2016-01-07,Analyst,25.0,Management,30,0,3.0,2,46965,12,Friday,7,2013
BRIANA,APPELMAN,F,2013-05-02,2016-01-07,Analyst,22.0,Management,28,2,5.0,0,41071,2,Thursday,5,2013
